기준일,"검체채취
가능여부",시도,시군구,의료기관명,주소,평일 운영시간,토요일 운영시간,"일요일/공휴일
운영시간",대표 전화번호
2020년 11월 02일 16시,○,인천,중구,인하대병원,인천 중구 인항로27,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,032-890-2114
2020년 11월 02일 16시,○,인천,중구,인천기독병원,인천 중구 답동로 30번길 10,08:30 ~ 17:30,미운영,미운영,032-270-8300
2020년 11월 02일 16시,○,인천,중구,영종 국제도시보건과,인천 중구 운남서로 100-1,10:00 ~ 18:00,14:00 ~ 18:00,미운영,032-760-6888
2020년 11월 02일 16시,○,광주,광산구,광산구보건소,광주광역시 광산구 광산로29번길 15(송정동),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-960-8771
2020년 11월 02일 16시,○,광주,광산구,첨단종합병원,광주광역시 광산구 첨단중앙로 170번길 59,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,062-601-8119
2020년 11월 02일 16시,○,광주,광산구,KS병원,광산구 왕버들로220,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,062-975-9119
2020년 11월 02일 16시,○,광주,남구,광주남구보건소,광주광역시광주광역시 남구 봉선로 20-1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-607-4344
2020년 11월 02일 16시,○,광주,남구,광주기독병원,광주광역시 남구 양림로 37,09:00 ~ 17:00,미운영,미운영,062-650-5119
2020년 11월 02일 16시,○,광주,동구,광주동구보건소,광주 동구 서석동 31번지 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-608-3312
2020년 11월 02일 16시,○,광주,동구,전남대학교병원,광주광역시 동구 제봉로 42,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,062-220-5555
2020년 11월 02일 16시,○,광주,동구,조선대학교병원,광주광역시 동구필문대로 365,09:00 ~ 12:00,미운영,미운영,062-220-3280
2020년 11월 02일 16시,○,광주,북구,광주북구보건소,광주 북구 중흥2동 359번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-410-8112
2020년 11월 02일 16시,○,광주,북구,광주일곡병원,광주 북구 양일로 309,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,062-608-7119
2020년 11월 02일 16시,○,광주,서구,광주서구보건소,광주 서구 농성동(농성1동) 299 서구보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,062-350-4146
2020년 11월 02일 16시,○,광주,서구,서광병원,금화로 59번길 6 (금호동),09:00 ~ 17:00,09:00 ~ 12:00,미운영,"062-600-8119,8161"
2020년 11월 02일 16시,○,대전,대덕구,대덕구보건소,대전 대덕구 석봉로 38번길 55,09:00 ~ 17:30,09:00 ~ 12:00,09:00 ~ 12:00,042-608-5431~34
2020년 11월 02일 16시,○,대전,대덕구,근로복지공단 대전병원,대덕구 계족로 637,08:30 ~ 12:30,미운영,미운영,042-670-5377
2020년 11월 02일 16시,○,대전,대덕구,대전보훈병원,대덕구 대청로 82번길 147,08:30 ~ 17:00,미운영,미운영,"042-939-0118,0100"
2020년 11월 02일 16시,○,대전,동구,대전광역시 동구보건소,대전광역시 동구 가오동 425,09:00 ~ 17:00,09:00 ~ 13:00,09:00 ~ 13:00,042-251-6305
2020년 11월 02일 16시,○,대전,동구,대전한국병원,대전광역시 동구 동서대로 1672 ,09:00 ~ 16:00,09:00 ~ 11:00,미운영,042-606-1500
2020년 11월 02일 16시,○,대전,서구,대전광역시 서구보건소,대전 서구 만년동 340번지,09:00 ~ 16:30,09:00 ~ 12:00,09:00 ~ 12:00,042-288-4520
2020년 11월 02일 16시,○,대전,서구,을지대학교병원,대전 서구 둔산서로 95,08:30 ~ 17:30,미운영,미운영,1899-0001
2020년 11월 02일 16시,○,대전,서구,건양대학교병원,대전 서구 관저동로 158,08:30 ~ 17:30,08:30 ~ 12:30,미운영,1577-3330
2020년 11월 02일 16시,○,대전,중구,대전광역시 중구보건소,대전 중구 문화2동 785 중구보건소 ,09:00 ~ 17:00,09:00 ~ 12:00,09:00 ~ 12:00,042-288-8028
2020년 11월 02일 16시,○,대전,중구,대전성모병원,대전광역시 중구 대흥로 64 가톨릭대학교대전성모병원,08:30 ~ 12:00,미운영,미운영,042-220-9114
2020년 11월 02일 16시,○,대전,중구,대전선병원,대전광역시 중구 목중로 29 대전선병원,08:30 ~ 17:30,미운영,미운영,042-220-8166
2020년 11월 02일 16시,○,대전,중구,충남대학교병원,대전 중구 문화로 282 충남대학교병원,09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,042-280-6648
2020년 11월 02일 16시,○,대전,유성구,대전광역시 유성구보건소,대전 유성구 장대동(온천2동) 282-15 유성구보건소 유성구보건소,09:30 ~ 17:00,09:30 ~ 12:00,09:30 ~ 12:00,042-611-5000
2020년 11월 02일 16시,○,대전,유성구,유성선병원,북유성대로93,09:00 ~ 17:00,미운영,미운영,042-609-1120
2020년 11월 02일 16시,○,울산,남구,울산남구보건소,울산광역시 남구 삼산동 1538-4번지 울산남구보건소 (삼산동),09:00 ~ 16:00,미운영,미운영,052-226-2805
2020년 11월 02일 16시,○,울산,남구,의)정안의료재단 중앙병원,울산 남구 문수로 480번길 10,10:00 ~ 17:00,10:00 ~ 12:00,미운영,052-226-1303
2020년 11월 02일 16시,○,울산,남구,울산병원,울산 남구 월평로 171번길 13,09:00 ~ 17:00,09:00 ~ 12:00,미운영,052-259-5260
2020년 11월 02일 16시,○,울산,남구,좋은삼정병원,울산 남구 북부순환도로 51,10:00 ~ 16:30,미운영,미운영,052-220-7592
2020년 11월 02일 16시,○,울산,동구,울산동구보건소,울산 동구 화정동 222,09:00 ~ 16:00,미운영,미운영,052-209-4080
2020년 11월 02일 16시,○,울산,동구,울산대학교병원,울산 동구 방어진순환도로 877,08:30 ~ 17:30,미운영,미운영,052-250-7036
2020년 11월 02일 16시,○,울산,북구,울산북구보건소,울산 북구 연암동(효문동) 1082 보건소,9:00 ~ 16:00,미운영,미운영,052-289-3450
2020년 11월 02일 16시,○,울산,북구,울산시티병원,울산광역시 북구 산업로 1007,9:00 ~ 16:00,9:00 ~ 12:00,미운영,052-280-9119
2020년 11월 02일 16시,○,울산,중구,울산중구보건소,울산 중구 남외동  603-2,09:00 ~ 16:00,미운영,미운영,052-290-4300
2020년 11월 02일 16시,○,울산,중구,동강병원,울산광역시 중구 태화로 239,09:00 ~ 17:00,미운영,미운영,052-241-1119
2020년 11월 02일 16시,○,울산,울주군,울주군보건소,울산 울주군 삼남면 교동리 1605-1 울주군보건소,09:00 ~ 16:00,미운영,미운영,052-204-2798
2020년 11월 02일 16시,○,울산,울주군,서울산보람병원,울주군 삼남면 중평로 53,09:00 ~ 17:00,09:00 ~ 12:00,미운영,052-255-7114
2020년 11월 02일 16시,○,울산,울주군,KTX역 선별진료소,울주군 삼남면 신화리467,10:00 ~ 18:00,10:00 ~ 18:00,10:00 ~ 18:00,052-229-3562
2020년 11월 02일 16시,○,경기,가평군,가평군보건소,경기 가평군 가평읍 읍내3리 624-1 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-582-2488
2020년 11월 02일 16시,○,경기,가평군,HJ매그놀리아국제병원,경기도 가평군 설악면 미사리로 267-117 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-589-4300
2020년 11월 02일 16시,○,경기,고양시,고양시덕양구보건소,경기 고양시 덕양구 주교동 603 덕양구보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8075-4059
2020년 11월 02일 16시,○,경기,고양시,의료법인명지의료재단명지병원,경기 고양시 덕양구 화수로14번길 55,24:00 ~ 24:00,24:00 ~ 24:00,24:00 ~ 24:00,031-810-7119
2020년 11월 02일 16시,○,경기,과천시,과천시보건소,경기 과천시 중앙동 과천시청 관문로 69 (중앙동),09:00 ~ 18:00,09:00 ~ 12:00,09:00 ~ 12:00,02-2150-3832
2020년 11월 02일 16시,○,경기,광명시,광명시보건소,경기 광명시 하안1동 230-1 오리로613,09:00 ~ 18:00,미운영,10:00 ~ 14:00,02-2680-2577
2020년 11월 02일 16시,○,경기,광명시,광명성애병원,경기도 광명시 디지털로 36,09:00 ~ 17:30,09:00 ~ 12:00,미운영,02-2680-7339
2020년 11월 02일 16시,○,경기,광주시,광주시보건소,경기 광주시 경안동 115,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-760-2110
2020년 11월 02일 16시,○,경기,광주시,참조은병원,광주대로 45,09:00 ~ 22:00,09:00 ~ 22:00,09:00 ~ 22:00,031-767-7575
2020년 11월 02일 16시,○,경기,구리시,구리시보건소,경기 구리시 인창동 674-3,9:00 ~ 18:00,14:00 ~ 18:00,미운영,031-550-8432
2020년 11월 02일 16시,○,경기,구리시,한양대구리병원,경기도 구리시 경춘로 153,9:00 ~ 17:30,9:00 ~ 12:30,24:00 ~ 24:00,1644-9118
2020년 11월 02일 16시,○,경기,군포시,군포시보건소,경기 군포시 부곡동 770-1 (군포로221),09:00 ~ 17:30,09:00 ~ 12:00,미운영,031-3908972
2020년 11월 02일 16시,○,경기,군포시,원광대학교의과대학 산본병원,경기도 군포시 산본로 321,09:00 ~ 12:00,미운영,미운영,031-390-2345
2020년 11월 02일 16시,○,경기,군포시,효산의료재단법인 지샘병원,경기도 군포시 군포로 591,09:00 ~ 17:00,미운영,미운영,031-389-3119
2020년 11월 02일 16시,○,경기,용인시,기흥구보건소,경기도 용인시 기흥구 신갈동 60-3,09:00 ~ 17:00,09:00 ~ 12:00,09:00 ~ 12:00,031-324-6975
2020년 11월 02일 16시,○,경기,용인시,강남병원,경기도 용인시 기흥구 용구대로 411,09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-300-0119
2020년 11월 02일 16시,○,경기,용인시,용인세브란스병원,용인시 기흥구 동백죽전대로363,09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-5189-9010
2020년 11월 02일 16시,○,경기,김포시,김포시보건소,경기 김포시 사우동 김포보건소 ,09:00 ~ 17:40,09:00 ~ 17:40,09:00 ~ 12:40,031-5186-4051
2020년 11월 02일 16시,○,경기,김포시,김포우리병원,경기도 김포시 감암로 11,09:00 ~ 17:00,09:00 ~ 12:30,09:00 ~ 09:00,031-999-1000
2020년 11월 02일 16시,○,경기,김포시,뉴고려병원,경기도 김포시 김포한강3로 283,09:00 ~ 17:00,미운영,미운영,1661-7779
2020년 11월 02일 16시,○,경기,김포시,히즈메디병원,김포시 김포대로 681 ,08:00 ~ 21:00,08:30 ~ 17:00,08:30 ~ 17:00,1588-0223
2020년 11월 02일 16시,○,경기,남양주시,남양주보건소,경기 남양주시 다산동(다산2동) 3159-7 남양주시청제2청사 1~2층,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-590-4454
2020년 11월 02일 16시,○,경기,남양주시,남양주보건소 동부보건센터,경기 남양주시 화도읍 비룡로59,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-590-8515
2020년 11월 02일 16시,○,경기,동두천시,동두천시보건소,경기 동두천시 생연2동 714-9 동두천시보건소 ,09:00 ~ 17:30,미운영,미운영,031-860-3425
2020년 11월 02일 16시,○,경기,안양시,안양시 만안구보건소,경기 안양시 만안구 안양동(안양6동) 532-1,09:00 ~ 12:00,09:00 ~ 12:00,미운영,031-8045-3472
2020년 11월 02일 16시,○,경기,안양시,샘안양병원,경기도 안양시 만안구 삼덕로 9,10:00 ~ 16:00,미운영,미운영,031-467-9119
2020년 11월 02일 16시,○,경기,성남시,성남시분당구보건소,경기 성남시 분당구 야탑동(야탑1동) 349 분당보건소,09:00 ~ 18:00,09:00 ~ 12:00,09:00 ~ 12:00,031-729-3990
2020년 11월 02일 16시,○,경기,성남시,분당차병원,경기도 성남시 분당구 야탑로 59(야탑동),09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-780-5546
2020년 11월 02일 16시,○,경기,성남시,분당제생병원,경기도 성남시 분당구서현로180번길20(서현동),09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-779-6594
2020년 11월 02일 16시,○,경기,성남시,성남시수정구보건소,경기 성남시 수정구 신흥동 3435 수정구보건소 218,09:00 ~ 16:00,09:00 ~ 12:00,09:00 ~ 12:00,031-729-3870
2020년 11월 02일 16시,○,경기,성남시,성남시의료원,성남시 수정구 수정로 171번길 10,09:00 ~ 16:30,미운영,미운영,031-738-7000
2020년 11월 02일 16시,○,경기,성남시,순천의료재단 정병원,수정구 수정로 76,09:00 ~ 17:30,09:00 ~ 12:00,미운영,031-757-8900
2020년 11월 02일 16시,○,경기,수원시,수원시권선구보건소,경기도 수원시 권선구 탑동 910,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-228-6717
2020년 11월 02일 16시,○,경기,시흥시,시흥시보건소,경기 시흥시 대야동 484-3 (호현로55),09:00 ~ 18:00,미운영,09:00 ~ 13:00,031-310-6815~8
2020년 11월 02일 16시,○,경기,시흥시,시흥시화병원,시흥시 옥구천서로 337,09:00 ~ 24:00,09:00 ~ 24:00,09:00 ~ 24:00,031-8041-5802
2020년 11월 02일 16시,○,경기,시흥시,신천연합병원,시흥시 복지로 57,08:30 ~ 17:30,미운영,미운영,031-310-6527
2020년 11월 02일 16시,○,경기,시흥시,센트럴병원,시흥시 공단1대로 237,09:00 ~ 17:00,09:00 ~ 24:00,미운영,"031-8041-3752,3968"
2020년 11월 02일 16시,○,경기,시흥시,정왕보건지소,시흥시 정왕대로233번길 19,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-310-5901
2020년 11월 02일 16시,○,경기,안산시,안산시단원보건소,경기 안산시 단원구 초지동 666-8 안산시 단원보건소,09:30 ~ 16:30,09:30 ~ 12:30,미운영,031-481-6363
2020년 11월 02일 16시,○,경기,안산시,고려대학교안산병원,경기도 안산시 단원구 적금로 123,09:00 ~ 16:30,미운영,미운영,031-412-5400
2020년 11월 02일 16시,○,경기,안산시,의료법인대아의료재단한도병원,경기도 안산시 단원구 선부광장로 103,09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-8040-1369
2020년 11월 02일 16시,○,경기,안산시,안산시상록수보건소,경기 안산시 상록구 사1동  1584,09:00 ~ 17:00,13:30 ~ 17:00,미운영,031-481-5894
2020년 11월 02일 16시,○,경기,안산시,근로복지공단안산병원,안산시 상록구  구룡로 87,08:30 ~ 17:30,08:30 ~ 12:30,미운영,031-500-1770
2020년 11월 02일 16시,○,경기,안성시,안성시보건소,경기 안성시 도기동  67-21,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-678-6811
2020년 11월 02일 16시,○,경기,안성시,경기도의료원 안성병원,경기도 안성시 남파로 95(당왕동),09:00 ~ 18:00,미운영,미운영,031-8046-5000
2020년 11월 02일 16시,○,경기,안성시,안성성모병원,안성시 시장길 58(서인동),00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,031-675-6007
2020년 11월 02일 16시,○,경기,안양시,안양시 동안구보건소,경기 안양시 동안구 비산동 1111번지,09:00 ~ 17:00,미운영,09:00 ~ 12:00,031-8045-4490
2020년 11월 02일 16시,○,경기,안양시,한림대학교성심병원,안양시 동안구 관평로 170번길11,08:30 ~ 16:30,08:30 ~ 12:00,미운영,"031-380-4088,5975"
2020년 11월 02일 16시,○,경기,양주시,양주시보건소,"경기 양주시 남방동(양주1동) 1-1 양주시보건소,양주시의회,양주시청 양주시보건소",09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-8082-7120
2020년 11월 02일 16시,○,경기,양평군,양평군보건소,경기 양평군 양평읍 양근리 마유산로 17번지,09:00 ~ 18:00,09:00 ~ 18:00,미운영,031-770-3490
2020년 11월 02일 16시,○,경기,양평군,양평병원,경기도 양평군 양평읍 중앙로 129,09:00 ~ 18:00,미운영,미운영,031-770-5119
2020년 11월 02일 16시,○,경기,여주시,여주시보건소,경기 여주시 상동 358-3 여주시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-887-3598
2020년 11월 02일 16시,○,경기,여주시,세종여주병원,경기도 여주시 청심로 39,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-880-7700
2020년 11월 02일 16시,○,경기,오산시,오산시보건소,경기도 오산시 오산동 25,09:00 ~ 16:00,09:00 ~ 12:00,09:00 ~ 12:00,031-8036-6025
2020년 11월 02일 16시,○,경기,오산시,오산한국병원,오산시 밀머리로1번길 16,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-379-8300
2020년 11월 02일 16시,○,경기,부천시,부천시보건소,경기 부천시 중동(중2동) 1119 부천시보건소,09:30 ~ 17:30,09:30 ~ 17:30,09:30 ~ 17:30,032-625-8881~4
2020년 11월 02일 16시,○,경기,부천시,순천향대학교부속부천병원,경기도 부천시 조마루로 17,09:00 ~ 17:00,09:00 ~ 12:00,미운영,032-621-5114
2020년 11월 02일 16시,○,경기,부천시,가톨릭대학교부천성모병원,경기도 부천시 소사로 327,09:00 ~ 17:00,09:00 ~ 12:00,미운영,032-340-2402
2020년 11월 02일 16시,○,경기,부천시,부천세종병원,경기도 부천시 호현로 489번길 28,09:00 ~ 17:00,09:00 ~ 12:00,미운영,032-340-1897
2020년 11월 02일 16시,○,경기,의왕시,의왕시보건소,경기 의왕시 오봉로 34,09:00 ~ 18:00,09:00 ~ 12:00,09:00 ~ 12:00,031-345-3541
2020년 11월 02일 16시,○,경기,의왕시,아가페의료재단 시티병원,의왕시 오전천로 29,10:00 ~ 12:00,10:00 ~ 12:00,미운영,031-340-2555
2020년 11월 02일 16시,○,경기,의정부시,의정부시보건소,경기 의정부시 범골로131 의정부시보건소 ,15:00 ~ 17:00,미운영,미운영,031-870-6094
2020년 11월 02일 16시,○,경기,의정부시,경기도의료원의정부병원(응급실),의정부시 흥선로 142,09:00 ~ 17:00,미운영,미운영,031-828-5143
2020년 11월 02일 16시,○,경기,의정부시,가톨릭대학교 의정부 성모병원 ,의정부시 천보로 271,09:00 ~ 16:30,미운영,미운영,1661-7500
2020년 11월 02일 16시,○,경기,의정부시,추병원,경기도 의정부시 평화로 650,09:30 ~ 17:00,09:30 ~ 12:30,미운영,031-823-8063
2020년 11월 02일 16시,○,경기,의정부시,의정부백병원,경기도 의정부시 금신로  322,08:30 ~ 16:30,08:30 ~ 11:30,미운영,031-842-1211
2020년 11월 02일 16시,○,경기,이천시,이천시보건소,경기 이천시 증포동 152-2,09:00 ~ 17:00,09:00 ~ 17:00,미운영,031-644-4011
2020년 11월 02일 16시,○,경기,이천시,경기도의료원이천병원,경기도 이천시 경충대로 2742,08:30 ~ 17:30,미운영,미운영,031-630-4200
2020년 11월 02일 16시,○,경기,고양시,일산서구보건소,경기 고양시 일산서구 일산동 일중로 54,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 12:00,031-8075-4212
2020년 11월 02일 16시,○,경기,고양시,인제대학교일산백병원,경기 고양시 일산서구 주화로 170,09:00 ~ 17:00,미운영,미운영,031-910-7114
2020년 11월 02일 16시,○,경기,수원시,장안구보건소,경기 수원시 장안구 조원동 888번지,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-228-5717
2020년 11월 02일 16시,○,경기,수원시,경기도의료원 수원병원,수원시 장안구 수성로245번길 69,10:00 ~ 16:30,10:00 ~ 16:30,10:00 ~ 16:30,031-888-0190
2020년 11월 02일 16시,○,경기,성남시,성남시중원구보건소,경기 성남시 중원구 상대원1동 269-10,09:00 ~ 17:00,10:00 ~ 14:00,10:00 ~ 14:00,031-729-3922
2020년 11월 02일 16시,○,경기,성남시,성남중앙병원,중원구 산성대로 476번길 12,09:00 ~ 17:00,09:00 ~ 12:00,미운영,031-799-5366
2020년 11월 02일 16시,○,경기,용인시,처인구보건소,경기 용인시 처인구 삼가동 556,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,031-324-4981
2020년 11월 02일 16시,○,경기,용인시,영문의료재단 다보스병원,처인구 백옥대로 1082번길 18,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,031-8021-2130
2020년 11월 02일 16시,○,경기,용인시,용인서울병원,경기도 용인시 처인구 고림로 81 ,08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,031-322-0001
2020년 11월 02일 16시,○,경기,파주시,파주시보건소,경기 파주시 금촌동(금촌1동) 953-1 파주시보건소 ,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-940-9761
2020년 11월 02일 16시,○,경기,파주시,경기도의료원 파주병원,경기도 파주시 중앙로 207,09:00 ~ 18:00,미운영,미운영,031-940-9119
2020년 11월 02일 16시,○,경기,파주시,메디인병원,경기도 파주시 시청로 6,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-943-1191
2020년 11월 02일 16시,○,경기,수원시,팔달구보건소,경기 수원시 팔달구 교동 56-1번지,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-228-7716
2020년 11월 02일 16시,○,경기,수원시,성빈센트 병원,경기도 수원시 팔달구 중부대로 93 (지동),09:00 ~ 17:00,미운영,미운영,1577-8588
2020년 11월 02일 16시,○,경기,수원시,동수원 병원,경기도 수원시 팔달구 중부대로 165 (우만동),09:00 ~ 17:00,미운영,미운영,031-210-0114
2020년 11월 02일 16시,○,경기,평택시,평택시평택보건소,경기 평택시 비전동 850(평택5로 56),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8024-5559
2020년 11월 02일 16시,○,경기,평택시,의료법인 백송의료재단 굿모닝병원,경기도 평택시 중앙로 338,08:30 ~ 17:30,08:30 ~ 13:00,미운영,031-5182-7582
2020년 11월 02일 16시,○,경기,평택시,의료법인 박애의료재단 박애병원,경기도 평택시 평택2로20번길 3 ,08:30 ~ 17:30,08:30 ~ 13:00,미운영, 031-650-9219
2020년 11월 02일 16시,○,경기,평택시,의료법인 양진의료재단 평택성모병원,경기도 평택시 평택로 284,08:30 ~ 17:00,08:30 ~ 12:50,미운영,070-5012-3549
2020년 11월 02일 16시,○,경기,포천시,포천시보건소,경기 포천시 신읍동 164-3 (포천시보건소),08:00 ~ 20:00,08:00 ~ 20:00,08:00 ~ 20:00,031-538-4484
2020년 11월 02일 16시,○,경기,포천시,경기도의료원 포천병원,경기도 포천시 포천로 1648,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,031-539-9119
2020년 11월 02일 16시,○,경기,포천시,소흘보건지소,경기도 포천시 소흘읍 호국로 567,09:00 ~ 18:00,미운영,미운영,031-538-4486
2020년 11월 02일 16시,○,경기,하남시,하남시보건소,경기도 하남시 신장2동 520,09:00 ~ 18:00,09:00 ~ 12:00,미운영,031-790-6555
2020년 11월 02일 16시,○,경기,화성시,화성시보건소,경기 화성시 동탄산단7길 60,09:00 ~ 17:00,09:00 ~ 17:00,09:00 ~ 17:00,031-5189-1200
2020년 11월 02일 16시,○,경기,화성시,원광종합병원,경기 화성시 화산북로 21 ,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-8077-7219
2020년 11월 02일 16시,○,경기,화성시,화성중앙종합병원,경기 화성시 향남읍 발안로 5,09:00 ~ 18:00,09:00 ~ 13:00,미운영,031-371-8080
2020년 11월 02일 16시,○,경기,화성시,한림대학교동탄성심병원,경기 화성시 큰재봉길 7,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,"031-8086-3612,3615"
2020년 11월 02일 16시,○,경기,화성시,남양디에스병원,경기도 화성시 남양읍 시청로160번길 46-13,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,1600-5982
2020년 11월 02일 16시,○,경기,수원시,영통구보건소,경기 수원시 영통구 영통동 영통로 396,09:00 ~ 18:00,09:00 ~ 13:00,09:00 ~ 13:00,031-228-8785
2020년 11월 02일 16시,○,경기,수원시,아주대학교병원,수원시 영통구 월드컵로164,00:00 ~ 00:00,00:00 ~ 00:00,00:00 ~ 00:00,031-1688-6114
2020년 11월 02일 16시,○,경기,평택시,평택시송탄보건소,경기 평택시 서정동 산 12(서정로 295),09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-8024-7236
2020년 11월 02일 16시,○,경기,평택시,박병원,평택시 송탄로 33,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,031-666-2600
2020년 11월 02일 16시,○,경기,고양시,일산동구보건소,경기 고양시 일산동구 마두동 1010번지,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 12:00,031-8075-4135
2020년 11월 02일 16시,○,경기,고양시,국민건강보험공단일산병원,일산동구 일산로100,09:00 ~ 21:00,09:00 ~ 21:00,09:00 ~ 21:00,031-900-0750
2020년 11월 02일 16시,○,경기,고양시,동국대학교일산불교병원,고양시 일산동구 동국로 27(식사동),08:30 ~ 17:30,08:30 ~ 13:00,미운영,031-961-7000
2020년 11월 02일 16시,○,경기,고양시,일산복음병원,경기도 고양시 일산동구 고양대로760,09:00 ~ 17:00,09:00 ~ 12:00,미운영,"031-929-0330,0331"
2020년 11월 02일 16시,○,경기,용인시,수지구보건소,경기도 용인시 수지구 풍덕천1동 720번지,9:00 ~ 17:00,9:00 ~ 12:00,9:00 ~ 12:00,031-3248566
2020년 11월 02일 16시,○,경기,남양주시,남양주풍양보건소,"경기 남양주시 진접읍 금곡리 1085, 풍양보건소",09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,031-590-5371
2020년 11월 02일 16시,○,경기,남양주시,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55 ,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,031-510-0119
2020년 11월 02일 16시,○,경기,남양주시,현대병원,경기도 남양주시 진접읍 봉현로 21 ,09:00 ~ 09:00,09:00 ~ 09:00,09:00 ~ 09:00,031-574-9119
2020년 11월 02일 16시,○,경기,연천군,연천군보건의료원,경기 연천군 전곡읍 은대리 577-36,08:00 ~ 16:30,미운영,미운영,031-839-4062
2020년 11월 02일 16시,○,강원,강릉시,강릉시보건소,"강원 강릉시 내곡동 413 강릉시보건소, 가동 강릉시보건소",09:00 ~ 17:30,09:00 ~ 17:30,09:00 ~ 17:30,033-660-3050
2020년 11월 02일 16시,○,강원,강릉시,강릉아산병원,방동길 38,09:30 ~ 15:30,미운영,미운영,033-610-4111
2020년 11월 02일 16시,○,강원,강릉시,강릉동인병원,강릉대로419번길 42,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-651-6161
2020년 11월 02일 16시,○,강원,강릉시,강릉고려병원,옥가로 30,10:00 ~ 16:00,10:00 ~ 12:00,미운영,033-649-0333
2020년 11월 02일 16시,○,강원,강릉시,강릉의료원,경강로 2007,08:30 ~ 17:30,미운영,미운영,033-610-1200
2020년 11월 02일 16시,○,강원,고성군,고성군보건소,"강원 고성군 간성읍 신안리 178 보건소, 가동 ",09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-681-4000
2020년 11월 02일 16시,○,강원,동해시,동해시보건소,강원 동해시 천곡동 840 보건소 동해시보건소,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-530-2402
2020년 11월 02일 16시,○,강원,동해시,의료법인 동해동인병원,동해시 하평로 26,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-530-0119
2020년 11월 02일 16시,○,강원,동해시,근로복지공단 동해병원,동해시 하평로 11,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,033-530-3119
2020년 11월 02일 16시,○,강원,삼척시,삼척시보건소,강원 삼척시 남양동 347-4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,033-570-4649
