연도,학제,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,우편번호,전화번호,팩스번호,홈페이지,입학정원,지원자,입학자
2016,대학교,가톨릭대학교,기존,본교,경기,경기 부천시,사립,주간,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정)",14662,02-2164-4114        ,02-2164-4754        ,www.catholic.ac.kr,1502 ,14320 ,1647 
2016,대학교,가톨릭대학교,기존,제2캠퍼스,서울,서울 서초구,사립,주간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,,,songeui.catholic.ac.kr,145 ,4515 ,154 
2016,대학교,가톨릭대학교,기존,제3캠퍼스,서울,서울 종로구,사립,주간,"서울특별시 종로구 창경궁로 296 (혜화동, 혜화유치원)",3083,02-740-9714         ,02-741-2801         ,http://catholic.ac.kr,60 ,76 ,51 
2016,일반대학원,가톨릭대학교대학원,기존,본교,경기,경기 부천시,사립,주간,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정)",14662,02-2164-4111        ,02-2164-4114        ,www.catholic.ac.kr,233 ,585 ,205 
2016,일반대학원,가톨릭대학교 일반대학원,기존,제2캠퍼스,서울,서울 서초구,사립,주간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui.catholic.ac.kr/gscuk/,288 ,361 ,286 
2016,일반대학원,가톨릭대학교 일반대학원,기존,제3캠퍼스,서울,서울 종로구,사립,주간,"서울특별시 종로구 창경궁로 296 (혜화동, 혜화유치원)",3083,02-740-9714         ,02-741-2801         ,www.catholic.ac.kr,45 ,69 ,41 
2016,특수대학원,가톨릭대학교경영대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7812        ,02-2258-7800        ,gba.catholic.ac.kr/, - , - , - 
2016,특수대학원,가톨릭대학교교육대학원,기존,본교,경기,경기 부천시,사립,야간,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정)",14662,02-2164-4114        ,02-2164-4111        ,ged.catholilc.ac.kr,102 ,126 ,77 
2016,특수대학원,가톨릭대학교 교회음악대학원,기존,제3캠퍼스,서울,서울 종로구,사립,야간,"서울특별시 종로구 창경궁로 296 (혜화동, 혜화유치원)",3083,02-393-2213~5       ,02-364-1295         ,www.cuk.ac.kr,15 ,20 ,16 
2016,특수대학원,가톨릭대학교 보건대학원,기존,제2캠퍼스,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui.catholic.ac.kr/gsph/,65 ,131 ,61 
2016,특수대학원,가톨릭대학교사회복지대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7723        ,02-2258-7800        ,www.catholic.ac.kr/~welfareg/,90 ,84 ,61 
2016,특수대학원,가톨릭대학교행정대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7728        ,02-2258-7800        ,gad.catholic.ac.kr/, - , - , - 
2016,특수대학원,가톨릭대학교 의료경영대학원,기존,제2캠퍼스,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui1.catholic.ac.kr/sohmp/,40 ,52 ,40 
2016,특수대학원,가톨릭대학교 임상치과학대학원,기존,제2캠퍼스,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui1.catholic.ac.kr/gscds/,20 ,26 ,20 
2016,특수대학원,가톨릭대학교 임상간호대학원,기존,제2캠퍼스,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui1.catholic.ac.kr/gscn/,40 ,122 ,40 
2016,특수대학원,가톨릭대학교문화영성대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7813        ,02-2258-7800        ,gcs.catholic.ac.kr/,30 ,20 ,19 
2016,특수대학원,가톨릭대학교 상담심리대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7726        ,02-2258-7800        ,www.catholic.ac.kr/~counselg/,80 ,439 ,86 
2016,전문대학원,가톨릭대학교 의학전문대학원,기존,제2캠퍼스,서울,서울 서초구,사립,주간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,medicine.catholic.ac.kr,93 ,312 ,93 
2016,특수대학원,가톨릭대학교 생명대학원,기존,제2캠퍼스,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7114        ,02-2258-7742        ,songeui1.catholic.ac.kr/gslife/,25 ,27 ,23 
2016,특수대학원,가톨릭대학교 한류대학원,폐교,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7766,02-2258-7800,hallyu.catholic.ac.kr/, - , - , - 
2016,특수대학원,가톨릭대학교 글로벌융합대학원,기존,본교,서울,서울 서초구,사립,야간,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교 성모병원)",6591,02-2258-7766,02-2258-7800,www.catholic.ac.kr/~gskmp,60 ,89 ,74 
2016,대학교,감리교신학대학교,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",3745,02-361-9114         ,02-361-9299         ,www.mtu.ac.kr,200 ,471 ,212 
2016,일반대학원,감리교신학대학교대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",3745,02-361-9114         ,02-361-9299         ,www.mtu.ac.kr,62 ,87 ,62 
2016,특수대학원,감리교신학대학교목회신학대학원,기존,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",3745,02-3619-114         ,02-3619-299         ,www.mtu.ac.kr,50 ,54 ,48 
2016,특수대학원,감리교신학대학교신학대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학)",3745,02-361-9114         ,02-3619-299         ,www.mtu.ac.kr,146 ,223 ,161 
2016,대학교,강남대학교,기존,본교,경기,경기 용인시,사립,주야간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500        ,031-281-3604        ,www.kangnam.ac.kr,1535 ,10881 ,1648 
2016,일반대학원,강남대학교대학원,기존,본교,경기,경기 용인시,사립,주간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3502        ,031-280-3479        ,http://grd.kangnam.ac.kr,62 ,87 ,59 
2016,특수대학원,강남대학교 경영대학원,기존,본교,경기,경기 용인시,사립,야간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500        ,031-280-3479        ,grd.kangnam.ac.kr,15 ,6 ,4 
2016,특수대학원,강남대학교교육대학원,기존,본교,경기,경기 용인시,사립,야간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500        ,031-280-3479        ,http://grd.kangnam.ac.kr,105 ,88 ,61 
2016,전문대학원,강남대학교사회복지전문대학원,기존,본교,경기,경기 용인시,사립,주간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500        ,031-280-3479        ,http://grd.kangnam.ac.kr,45 ,52 ,33 
2016,특수대학원,강남대학교실천신학대학원,기존,본교,경기,경기 용인시,사립,야간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500        ,031-280-3479        ,http://grd.kangnam.ac.kr,20 ,9 ,5 
2016,특수대학원,강남대학교 부동산·법무·행정대학원,기존,본교,경기,경기 용인시,사립,주야간,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교)",16979,031-280-3500,031-280-3479,grd.kangnam.ac.kr,21 ,13 ,6 
2016,대학교,건국대학교,기존,본교,서울,서울 광진구,사립,주간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3114,02-450-3238,www.konkuk.ac.kr,3000 ,53896 ,3536 
2016,대학교,건국대학교,기존,분교1,충북,충북 충주시,사립,주야간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스)",27478,043-840-3114        ,043-851-6136        ,www.kku.ac.kr,1760 ,14443 ,1890 
2016,일반대학원,건국대학교일반대학원,기존,본교,서울,서울 광진구,사립,주간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3263,02-452-6490,grad.konkuk.ac.kr,909 ,2016 ,1119 
2016,일반대학원,건국대학교 일반대학원,기존,분교1,충북,충북 충주시,사립,주간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스)",27478,043-840-3114        ,043-851-9324        ,http://grad.kku.ac.kr,128 ,208 ,151 
2016,특수대학원,건국대학교경영대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3302,02-452-3109,business.konkuk.ac.kr, - , - , - 
2016,특수대학원,건국대학교교육대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3282,02-447-6236,sedu.konkuk.ac.kr,260 ,858 ,248 
2016,특수대학원,건국대학교 교육대학원,기존,분교1,충북,충북 충주시,사립,야간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스)",27478,043-840-3114        ,043-851-9324        ,http://ky.kku.ac.kr,30 ,34 ,27 
2016,특수대학원,건국대학교농축대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3311,02-447-7030,nongchuk.konkuk.ac.kr,50 ,50 ,42 
2016,특수대학원,건국대학교디자인대학원,폐교,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3307,02-450-3304,designgs.konkuk.ac.kr, - , - , - 
2016,특수대학원,건국대학교사회과학대학원,폐교,분교1,충북,충북 충주시,사립,야간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스)",27478,043-840-3232        ,043-851-9324        ,sh.kku.ac.kr, - ,4 ,2 
2016,특수대학원,건국대학교산업대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3292,02-457-0269,gse.konkuk.ac.kr,90 ,124 ,65 
2016,특수대학원,건국대학교언론홍보대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3276,02-456-7238,mass.konkuk.ac.kr,35 ,50 ,36 
2016,특수대학원,건국대학교정보통신대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3561,02-3437-0051,gsit.konkuk.ac.kr,70 ,81 ,50 
2016,특수대학원,건국대학교행정대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3271,02-447-8001,pagrad.konkuk.ac.kr,100 ,175 ,128 
2016,전문대학원,건국대학교건축전문대학원,기존,본교,서울,서울 광진구,사립,주간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3287,02-450-4061,www.gsaku.ac.kr,70 ,76 ,52 
2016,특수대학원,건국대학교 예술디자인대학원,학교명 변경,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3306,02-450-3304,designgs.konkuk.ac.kr,90 ,292 ,96 
2016,특수대학원,건국대학교부동산대학원,기존,본교,서울,서울 광진구,사립,야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3317,02-3437-0050,gsres.konkuk.ac.kr,170 ,562 ,176 
2016,전문대학원,건국대학교 경영전문대학원,기존,본교,서울,서울 광진구,사립,주야간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-0505,02-452-3109,mba.konkuk.ac.kr,68 ,73 ,33 
2016,전문대학원,건국대학교 법학전문대학원,기존,본교,서울,서울 광진구,사립,주간,"서울특별시 광진구 능동로 120 (화양동, 건국대학교)",5029,02-450-3620,02-450-3591,lawschool.konkuk.ac.kr,46 ,132 ,44 
2016,전문대학원,건국대학교 의학전문대학원,기존,분교1,충북,충북 충주시,사립,주간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교GLOCAL캠퍼스)",27478,043-840-3711        ,043-851-9329        ,http://medicine.kku.ac.kr,42 ,158 ,40 
2016,특수대학원,건국대학교 창의융합대학원,학교명 변경,분교1,충북,충북 충주시,사립,야간,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스)",27478,043-840-3232,043-851-9324,sh.kku.ac.kr,38 ,31 ,19 
2016,대학교,건양대학교,기존,본교,충남,충남 논산시,사립,주야간,"충청남도 논산시 대학로 121 (내동, 건양대학교)",32992,041-730-5114        ,041-733-2070        ,www.konyang.ac.kr,1000 ,7414 ,1086 
2016,대학교,건양대학교,기존,제2캠퍼스,대전,대전 서구,사립,주야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,041-730-5114        ,041-733-2070        ,www.konyang.ac.kr,738 ,6516 ,780 
2016,일반대학원,건양대학교대학원,폐교,본교,충남,충남 논산시,사립,주간,"충청남도 논산시 대학로 121 (내동, 건양대학교)",320-711,042-600-1650,042-600-1641,http://kygrad.konyang.ac.kr/, - , - , - 
2016,일반대학원,건양대학교 일반대학원,기존,제2캠퍼스,대전,대전 서구,사립,주간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650,042-600-1641,kygrad.konyang.ac.kr,119 ,195 ,126 
2016,특수대학원,건양대학교교육대학원,폐교,본교,충남,충남 논산시,사립,계절제,"충청남도 논산시 대학로 121 (내동, 건양대학교)",320-711,042-600-1650,042-600-1641,http://kygrad.konyang.ac.kr/, - , - , - 
2016,특수대학원,건양대학교 교육대학원,폐교,제2캠퍼스,대전,대전 서구,사립,계절제,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650        ,042-600-1641    ,kygrad.konyang.ac.kr, - , - , - 
2016,특수대학원,건양대학교 상담대학원,폐교,본교,충남,충남 논산시,사립,야간,"충청남도 논산시 대학로 121 (내동, 건양대학교)",320-711,042-600-1650  ,042-600-1641 ,http://kygrad.konyang.ac.kr/, - , - , - 
2016,특수대학원,건양대학교 상담대학원,기존,제2캠퍼스,대전,대전 서구,사립,야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650      ,042-600-1641     ,kygrad.konyang.ac.kr,30 ,37 ,28 
2016,특수대학원,건양대학교 보건복지대학원,기존,제2캠퍼스,대전,대전 서구,사립,야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650   ,042-600-1641      ,kygrad.konyang.ac.kr/,70 ,89 ,69 
2016,특수대학원,건양대학교 경영사회복지대학원,폐교,본교,충남,충남 논산시,사립,야간,"충청남도 논산시 대학로 121 (내동, 건양대학교)",320-711,042-600-6556       ,042-600-6559      ,http://kygrad.konyang.ac.kr/, - , - , - 
2016,특수대학원,건양대학교 군사경찰행정대학원,폐교,본교,충남,충남 논산시,사립,야간,"충청남도 논산시 대학로 121 (내동, 건양대학교)",320-711,042-600-6556     ,042-600-6559,http://kygrad.konyang.ac.kr/, - , - , - 
2016,특수대학원,건양대학교 군사경찰행정대학원,기존,제2캠퍼스,대전,대전 서구,사립,야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650   ,042-600-1641     ,kygrad.konyang.ac.kr,15 ,14 ,14 
2016,특수대학원,건양대학교 경영사회복지대학원,기존,제2캠퍼스,대전,대전 서구,사립,야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650,042-600-1641,kygrad.konyang.ac.kr,23 ,39 ,25 
2016,특수대학원,건양대학교 바이오비임상대학원,기존,제2캠퍼스,대전,대전 서구,사립,야간,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원)",35365,042-600-1650   ,042-600-1641   ,kygrad.konyang.ac.kr,15 ,17 ,15 
2016,대학교,경기대학교,기존,본교,경기,경기 수원시,사립,주야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9114        ,031-249-8718        ,www.kyonggi.ac.kr,2642 ,32997 ,2926 
2016,대학교,경기대학교,기존,제2캠퍼스,서울,서울 서대문구,사립,주야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5114         ,031-249-8718        ,www.kyonggi.ac.kr,328 ,9701 ,420 
2016,일반대학원,경기대학교 일반대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5242         ,02-313-4131         ,http://www.kyonggi.ac.kr/kgraduate,406 ,667 ,406 
2016,특수대학원,경기대학교 건축대학원,폐교,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5245         ,02-313-3524         ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak, - , - , - 
2016,특수대학원,경기대학교 교육대학원,기존,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9032        ,031-249-9036        ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=educate,250 ,489 ,266 
2016,특수대학원,경기대학교 문화예술대학원,폐교,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5278         ,02-390-5078         ,http://www.kyonggi.ac.kr/kgic, - , - , - 
2016,특수대학원,경기대학교사회복지대학원,폐교,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5017         ,02-390-5078         ,http://www.kyonggi.ac.kr/kgsw, - , - , - 
2016,특수대학원,경기대학교 산업정보대학원,폐교,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9042        ,031-249-9071        ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gindustrial, - , - , - 
2016,특수대학원,경기대학교 예술대학원,기존,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5278,02-313-4131,,50 ,62 ,53 
2016,특수대학원,경기대학교 행정대학원,폐교,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9022        ,031-247-8967        ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=pubadmin, - , - , - 
2016,특수대학원,경기대학교 행정사회복지대학원,기존,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9021,031-249-8967,,90 ,68 ,53 
2016,전문대학원,경기대학교 건축전문대학원,폐교,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5245         ,02-313-3524         ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak, - , - , - 
2016,전문대학원,경기대학교 관광전문대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5284         ,02-313-3524         ,http://www.kyonggi.ac.kr/stourism,70 ,158 ,74 
2016,전문대학원,경기대학교 서비스경영전문대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5252         ,02-313-3524         ,http://www.kyonggi.ac.kr/kmba,40 ,102 ,62 
2016,특수대학원,경기대학교 스포츠과학대학원,폐교,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9082        ,031-249-9954        ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=sports, - , - , - 
2016,특수대학원,경기대학교대체의학대학원,기존,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5080         ,02-390-5078         ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgam,61 ,81 ,61 
2016,전문대학원,경기대학교정치전문대학원,기존,본교,서울,서울 서대문구,사립,주간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5266         ,02-313-3524         ,www.kyonggi.ac.kr/fpolitics,35 ,63 ,46 
2016,특수대학원,경기대학교 국제ㆍ문화대학원,폐교,본교,서울,서울 서대문구,사립,야간,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교)",3746,02-390-5278         ,02-390-5078         ,http://www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgic, - , - , - 
2016,특수대학원,경기대학교 미술·디자인대학원,폐교,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9052        ,031-249-9910        ,http://www.kyonggi.ac.kr/deart, - , - , - 
2016,특수대학원,경기대학교 건설·산업대학원,기존,본교,경기,경기 수원시,사립,야간,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교)",16227,031-249-9042        ,031-249-9071        ,http://www.kyonggi.ac.kr/gindustrial,75 ,54 ,39 
2016,대학교,경남대학교,기존,본교,경남,경남 창원시,사립,주간,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",51767,055-245-5000,055-246-6184,www.kyungnam.ac.kr,2975 ,14211 ,3144 
2016,일반대학원,경남대학교대학원,기존,본교,경남,경남 창원시,사립,주간,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",51767,055-249-2808,055-715-1099,www.kyungnam.ac.kr/grad/main,255 ,277 ,227 
2016,특수대학원,경남대학교교육대학원,기존,본교,경남,경남 창원시,사립,야간,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",51767,055-249-2810,055-246-7407,www.kyungnam.ac.kr/gse/main,144 ,254 ,142 
2016,전문대학원,경남대학교 북한대학원,폐교,본교,경남,경남 창원시,사립,야간,"경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교)",51767,,,, - , - , - 
2016,특수대학원,경남대학교 산업경영대학원,기존,본교,경남,경남 창원시,사립,야간,"경상남도 창원시 마산합포구 문화남11길 41 (대내동, 경남대학교대학원관)",51765,055-249-2586,055-715-2901,www.kyungnam.ac.kr/indbiz,100 ,78 ,64 
2016,특수대학원,경남대학교행정대학원,기존,본교,경남,경남 창원시,사립,야간,"경상남도 창원시 마산합포구 문화남11길 41 (대내동, 경남대학교대학원관)",51765,055-249-2595,055-715-2902,www.kyungnam.ac.kr/admin/main,124 ,94 ,78 
2016,대학교,경동대학교,기존,본교,강원,강원 고성군,사립,주간,"강원도 고성군 토성면 봉포4길 46 (봉포리, 경동대학교)",24764,033-631-2000,033-631-9542,www.kduniv.ac.kr,680 ,3171 ,781 
2016,대학교,경동대학교,폐교,제2캠퍼스,강원,강원 속초시,사립,주간,강원 속초시 도리원길 5 (산244번지),217-070,033-632-6551,033-639-0518,www.kduniv.ac.kr, - , - , - 
2016,대학교,경동대학교,기존,제3캠퍼스,강원,강원 원주시,사립,주간,"강원도 원주시 문막읍 견훤로 815 (후용리, 경동대학교)",26495,033-738-1200,033-738-1209,www.kduniv.ac.kr,805 ,5746 ,866 
2016,대학교,경동대학교,기존,제4캠퍼스,경기,경기 양주시,사립,주간,경기도 양주시 경동대학로 27 (고암동),11458,031-869-9500,031-869-9509,www.kduniv.ac.kr,300 ,1570 ,336 
2016,대학교,대구한의대학교,기존,본교,경북,경북 경산시,사립,주야간,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",38610,053-819-1000        ,053-819-1258        ,www.dhu.ac.kr,1518 ,10359 ,1634 
2016,일반대학원,대구한의대학교 대학원,기존,본교,경북,경북 경산시,사립,주간,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",38610,053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate,101 ,145 ,113 
2016,특수대학원,대구한의대학교 교육대학원,기존,본교,경북,경북 경산시,사립,계절제,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",38610,053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate,10 ,12 ,10 
2016,특수대학원,대구한의대학교 보건복지대학원,기존,본교,경북,경북 경산시,사립,야간,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",38610,053-819-1567,053-819-1268,www.dhu.ac.kr/graduate,26 ,55 ,42 
2016,특수대학원,대구한의대학교 한방산업대학원,기존,본교,경북,경북 경산시,사립,야간,"경상북도 경산시 한의대로 1 (유곡동, 대구한의대학교)",38610,053-819-1567        ,053-819-1268        ,www.dhu.ac.kr/graduate,15 ,24 ,16 
2016,대학교,경성대학교,기존,본교,부산,부산 남구,사립,주간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-4114        ,051-663-4089        ,http://ks.ac.kr,2800 ,19933 ,2996 
2016,일반대학원,경성대학교 일반대학원,기존,본교,부산,부산 남구,사립,주간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5572        ,051-663-5579  ,cms1.ks.ac.kr/graduate/Main.do,201 ,229 ,179 
2016,특수대학원,경성대학교 경영대학원,기존,본교,부산,부산 남구,사립,야간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5571        ,051-663-5579,http://ks.ac.kr/graduate,20 ,22 ,13 
2016,특수대학원,경성대학교 교육대학원,기존,본교,부산,부산 남구,사립,야간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5575        ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do,100 ,189 ,88 
2016,특수대학원,경성대학교 사회복지대학원,기존,본교,부산,부산 남구,사립,야간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5571        ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do,30 ,27 ,18 
2016,전문대학원,경성대학교 디지털디자인전문대학원,폐교,본교,부산,부산 남구,사립,주간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5572       ,051-663-5579,cms1.ks.ac.kr/graduate/Main.do, - , - , - 
2016,특수대학원,경성대학교 멀티미디어대학원,폐교,본교,부산,부산 남구,사립,야간,"부산광역시 남구 수영로 309 (대연동, 경성대학교)",48434,051-663-5575        ,051-663-5579 ,cms1.ks.ac.kr/graduate/Main.do, - ,5 ,3 
